Date,USDEUR,JPYUSD,USDGBP,CADUSD,CHFUSD
2013-11-05,1.347,98.6,1.6044,1.0447,0.9126
2013-11-06,1.353,98.6,1.608,1.0418,0.9109
2013-11-07,1.339,98.56,1.6069,1.0441,0.9184
2013-11-08,1.3357,99.03,1.5995,1.0486,0.922
2013-11-12,1.3428,99.65,1.5916,1.05,0.9176
2013-11-13,1.3456,99.31,1.6033,1.0468,0.9155
2013-11-14,1.3468,99.93,1.6077,1.0497,0.9152
2013-11-15,1.348,100.17,1.6107,1.0457,0.9152
2013-11-18,1.352,100.04,1.611,1.0426,0.9121
2013-11-19,1.3529,100.14,1.611,1.0467,0.9114
2013-11-20,1.3451,100.02,1.615,1.0446,0.9158
2013-11-21,1.347,100.95,1.6155,1.0506,0.9146
2013-11-22,1.3547,101.29,1.6211,1.0534,0.9072
2013-11-25,1.3502,101.7,1.6146,1.0554,0.9125
2013-11-26,1.3555,101.38,1.6187,1.0547,0.908
2013-11-27,1.3563,102.18,1.6267,1.0595,0.9091
2013-11-29,1.3606,102.45,1.6373,1.0597,0.9047
2013-12-02,1.3552,103.04,1.6365,1.0632,0.9076
2013-12-03,1.3604,102.36,1.6416,1.066,0.903
2013-12-04,1.3555,102.48,1.6352,1.0696,0.9052
2013-12-05,1.3664,101.82,1.6328,1.0638,0.8976
2013-12-06,1.369,102.88,1.6327,1.0663,0.8939
2013-12-09,1.3726,103.22,1.6403,1.0641,0.8914
2013-12-10,1.3765,102.8,1.6424,1.0622,0.8876
2013-12-11,1.3798,102.38,1.6389,1.0605,0.8856
2013-12-12,1.3752,103.11,1.6326,1.0641,0.8902
2013-12-13,1.3724,103.28,1.6294,1.0594,0.8904
2013-12-16,1.3757,102.91,1.6311,1.0577,0.8876
2013-12-17,1.3748,102.63,1.6254,1.0611,0.887
2013-12-18,1.3766,103.18,1.6388,1.0645,0.8872
2013-12-19,1.3666,104.16,1.6382,1.0677,0.8964
2013-12-20,1.3673,104.07,1.6355,1.0679,0.8952
2013-12-23,1.3701,104.06,1.6356,1.0602,0.8942
2013-12-24,1.3676,104.26,1.6371,1.0618,0.8961
2013-12-26,1.369,104.72,1.6425,1.0648,0.8963
2013-12-27,1.3766,105.05,1.6491,1.0697,0.8893
2013-12-30,1.3816,105.0,1.6522,1.064,0.8866
2013-12-31,1.3779,105.25,1.6574,1.0637,0.8904
2014-01-02,1.367,104.84,1.6441,1.0634,0.8998
2014-01-03,1.3606,104.46,1.6424,1.0612,0.9044
2014-01-06,1.3636,104.38,1.6412,1.0658,0.9036
2014-01-07,1.3618,104.54,1.6421,1.0742,0.9086
2014-01-08,1.3586,104.87,1.6461,1.0802,0.9102
2014-01-09,1.3591,104.74,1.6459,1.085,0.9085
2014-01-10,1.3664,104.06,1.647,1.0915,0.9032
2014-01-13,1.3647,103.31,1.6379,1.0868,0.9026
2014-01-14,1.3682,103.8,1.645,1.0934,0.9009
2014-01-15,1.3604,104.42,1.6375,1.0932,0.9084
2014-01-16,1.36,104.32,1.6335,1.0926,0.9064
2014-01-17,1.3554,104.32,1.6429,1.0959,0.91
2014-01-21,1.356,104.14,1.6469,1.0971,0.9092
2014-01-22,1.3546,104.36,1.6571,1.1069,0.9116
2014-01-23,1.368,103.65,1.6612,1.1128,0.9002
2014-01-24,1.368,102.41,1.6491,1.1063,0.8949
2014-01-27,1.3679,102.26,1.6588,1.1097,0.8956
2014-01-28,1.3662,102.8,1.6581,1.1148,0.8984
2014-01-29,1.3663,102.2,1.6561,1.1147,0.8948
2014-01-30,1.3549,102.83,1.6487,1.1171,0.9042
2014-01-31,1.35,102.28,1.645,1.1116,0.9052
2014-02-03,1.3523,101.11,1.6307,1.1074,0.9014
2014-02-04,1.3507,101.62,1.63,1.1056,0.905
2014-02-05,1.3519,101.38,1.6308,1.11,0.9042
2014-02-06,1.3604,101.84,1.6345,1.1065,0.8992
2014-02-07,1.3614,102.32,1.6395,1.1014,0.8992
2014-02-10,1.3644,102.14,1.6419,1.1048,0.8967
2014-02-11,1.3654,102.63,1.6468,1.1024,0.8969
2014-02-12,1.3592,102.48,1.6578,1.0992,0.9006
2014-02-13,1.3669,102.2,1.6643,1.0979,0.8944
2014-02-14,1.369,101.82,1.6736,1.0981,0.8928
2014-02-18,1.3758,102.31,1.6696,1.0952,0.8878
2014-02-19,1.3762,102.3,1.6718,1.1045,0.8868
2014-02-20,1.369,102.32,1.664,1.1104,0.8912
2014-02-21,1.3722,102.71,1.663,1.1128,0.8888
2014-02-24,1.3744,102.44,1.6641,1.1058,0.8885
2014-02-25,1.3749,102.2,1.6696,1.1085,0.887
2014-02-26,1.3668,102.36,1.6648,1.1117,0.8922
2014-02-27,1.3724,102.12,1.6693,1.1137,0.8872
2014-02-28,1.3806,102.08,1.675,1.1075,0.881
2014-03-03,1.3763,101.36,1.6712,1.109,0.881
2014-03-04,1.3731,102.18,1.6665,1.1113,0.8869
2014-03-05,1.3734,102.32,1.6729,1.105,0.8872
2014-03-06,1.3848,103.03,1.6743,1.0965,0.881
2014-03-07,1.3868,103.38,1.6725,1.1088,0.8785
2014-03-10,1.388,103.23,1.6633,1.1104,0.8781
2014-03-11,1.3867,103.18,1.6628,1.1085,0.8783
2014-03-12,1.3904,102.74,1.6605,1.113,0.8743
2014-03-13,1.3927,102.12,1.6677,1.1059,0.8726
2014-03-14,1.3924,101.46,1.663,1.1087,0.8712
2014-03-17,1.3927,101.62,1.6645,1.1052,0.8726
2014-03-18,1.3913,101.37,1.6574,1.1089,0.8743
2014-03-19,1.391,101.54,1.6629,1.1177,0.8747
2014-03-20,1.3784,102.39,1.6511,1.1251,0.8833
2014-03-21,1.3783,102.38,1.6498,1.1191,0.8836
2014-03-24,1.3784,102.21,1.6491,1.1218,0.884
2014-03-25,1.3777,102.32,1.6507,1.1176,0.8862
2014-03-26,1.3786,102.3,1.6566,1.1143,0.8854
2014-03-27,1.3752,102.1,1.6627,1.1056,0.8859
2014-03-28,1.3753,102.92,1.6637,1.1066,0.8869
2014-03-31,1.3777,102.98,1.6675,1.1053,0.884
2014-04-01,1.3804,103.52,1.6639,1.1026,0.8825
2014-04-02,1.3761,103.82,1.6634,1.103,0.887
2014-04-03,1.3708,103.94,1.6583,1.1035,0.8921
2014-04-04,1.3704,103.39,1.6594,1.0978,0.8918
2014-04-07,1.3745,103.04,1.6616,1.0971,0.8876
2014-04-08,1.3802,102.12,1.6743,1.0919,0.8836
2014-04-09,1.3816,101.85,1.6751,1.0902,0.8816
2014-04-10,1.3892,101.43,1.6781,1.0912,0.8758
2014-04-11,1.3898,101.56,1.6736,1.096,0.8748
2014-04-14,1.3824,101.81,1.6741,1.0968,0.8784
2014-04-15,1.3806,101.6,1.6725,1.098,0.8805
2014-04-16,1.382,102.3,1.6794,1.1027,0.8813
2014-04-17,1.3832,102.22,1.6809,1.0997,0.8812
2014-04-18,1.3816,102.43,1.6792,1.1024,0.8832
2014-04-21,1.379,102.56,1.6792,1.102,0.8851
2014-04-22,1.3804,102.6,1.6833,1.1025,0.8851
2014-04-23,1.3814,102.26,1.6768,1.1034,0.8828
2014-04-24,1.3828,102.34,1.6797,1.1026,0.8817
2014-04-25,1.3838,102.12,1.681,1.1041,0.8809
2014-04-28,1.3844,102.46,1.6812,1.1032,0.8807
2014-04-29,1.3808,102.57,1.6829,1.0963,0.8845
2014-04-30,1.387,102.14,1.6883,1.0956,0.88
2014-05-01,1.3867,102.3,1.69,1.0965,0.8797
2014-05-02,1.3864,102.34,1.6865,1.0973,0.8789
2014-05-05,1.3884,102.06,1.687,1.0955,0.8774
2014-05-06,1.3924,101.57,1.6976,1.089,0.8744
2014-05-07,1.3917,101.72,1.6964,1.0895,0.8758
2014-05-08,1.3864,101.66,1.6944,1.0856,0.8784
2014-05-09,1.3763,101.74,1.6849,1.0899,0.886
2014-05-12,1.376,102.1,1.6871,1.0886,0.8876
2014-05-13,1.3711,102.2,1.6838,1.0892,0.8894
2014-05-14,1.3718,101.75,1.6784,1.0887,0.8894
2014-05-15,1.3712,101.44,1.6791,1.0887,0.8898
2014-05-16,1.3708,101.5,1.6827,1.0883,0.891
2014-05-19,1.3716,101.26,1.6822,1.0861,0.8916
2014-05-20,1.3702,101.26,1.6847,1.09,0.8916
2014-05-21,1.3657,101.44,1.6869,1.0935,0.8951
2014-05-22,1.3652,101.76,1.6859,1.0897,0.8948
2014-05-23,1.3628,101.88,1.6822,1.087,0.8958
2014-05-27,1.3618,102.14,1.68,1.0869,0.8977
2014-05-28,1.3596,101.78,1.6709,1.0867,0.8982
2014-05-29,1.3608,101.58,1.6719,1.0837,0.897
2014-05-30,1.364,101.77,1.6764,1.0867,0.8944
2014-06-02,1.3606,102.3,1.6756,1.0894,0.898
2014-06-03,1.3624,102.42,1.6753,1.0915,0.8964
2014-06-04,1.3619,102.69,1.6747,1.0937,0.8956
2014-06-05,1.3618,102.44,1.6796,1.0935,0.8944
2014-06-06,1.3639,102.5,1.6794,1.0936,0.8938
2014-06-09,1.3589,102.52,1.6798,1.0908,0.8974
2014-06-10,1.3543,102.37,1.6753,1.0914,0.8996
2014-06-11,1.3532,101.94,1.6795,1.0867,0.8998
2014-06-12,1.3556,101.83,1.6853,1.0851,0.8982
2014-06-13,1.3522,102.06,1.6953,1.0868,0.9008
2014-06-16,1.3578,101.82,1.6988,1.0849,0.8969
2014-06-17,1.3543,102.18,1.6965,1.0851,0.8998
2014-06-18,1.3567,102.16,1.6951,1.087,0.8976
2014-06-19,1.362,101.84,1.7046,1.0828,0.8932
2014-06-20,1.3586,102.14,1.7014,1.0766,0.896
2014-06-23,1.3593,101.9,1.701,1.0731,0.8948
2014-06-24,1.3588,102.13,1.6971,1.0739,0.8955
2014-06-25,1.3638,101.75,1.6986,1.0721,0.8918
2014-06-26,1.361,101.66,1.7018,1.0706,0.8933
2014-06-27,1.3631,101.39,1.7016,1.0676,0.8919
2014-06-30,1.369,101.28,1.7105,1.0676,0.8868
2014-07-01,1.3681,101.51,1.7147,1.0652,0.8871
2014-07-02,1.3656,101.76,1.7165,1.0667,0.8886
2014-07-03,1.361,102.19,1.7152,1.0633,0.8934
2014-07-07,1.3604,101.84,1.7128,1.0662,0.8934
2014-07-08,1.3614,101.53,1.7127,1.0674,0.8924
2014-07-09,1.363,101.7,1.713,1.0648,0.8918
2014-07-10,1.36,101.26,1.7122,1.0658,0.8926
2014-07-11,1.3598,101.33,1.7108,1.072,0.8926
2014-07-14,1.362,101.58,1.7079,1.0721,0.8918
2014-07-15,1.3573,101.62,1.7149,1.0766,0.8953
2014-07-16,1.353,101.69,1.7131,1.0749,0.8984
2014-07-17,1.353,101.3,1.7104,1.0753,0.8973
2014-07-18,1.3515,101.37,1.7069,1.0737,0.8989
2014-07-21,1.3524,101.34,1.7067,1.0736,0.898
2014-07-22,1.347,101.54,1.7058,1.0744,0.9022
2014-07-23,1.3462,101.5,1.7036,1.0739,0.9024
2014-07-24,1.3468,101.82,1.6981,1.0741,0.9024
2014-07-25,1.3431,101.81,1.6972,1.0814,0.9045
2014-07-28,1.344,101.82,1.6991,1.08,0.9037
2014-07-29,1.341,102.12,1.6939,1.0851,0.9068
2014-07-30,1.3378,102.9,1.6903,1.0908,0.9096
2014-07-31,1.339,102.75,1.6889,1.0889,0.9086
2014-08-01,1.3436,102.45,1.6832,1.0918,0.9048
2014-08-04,1.3414,102.47,1.6841,1.0916,0.9068
2014-08-05,1.3366,102.77,1.6874,1.0969,0.9102
2014-08-06,1.3355,102.34,1.6833,1.0926,0.9095
2014-08-07,1.3362,102.06,1.6849,1.0922,0.9086
2014-08-08,1.3412,101.91,1.6778,1.0982,0.905
2014-08-11,1.3385,102.14,1.6787,1.0933,0.9063
2014-08-12,1.3357,102.22,1.6806,1.0944,0.9082
2014-08-13,1.3367,102.48,1.6696,1.0929,0.9079
2014-08-14,1.3376,102.44,1.6694,1.091,0.9056
2014-08-15,1.3392,102.19,1.6686,1.091,0.9026
2014-08-18,1.3358,102.54,1.672,1.0888,0.9066
2014-08-19,1.332,102.86,1.662,1.0929,0.9089
2014-08-20,1.3284,103.36,1.6633,1.0944,0.9116
2014-08-21,1.3284,103.78,1.6589,1.0949,0.9112
2014-08-22,1.3237,103.97,1.6574,1.0949,0.9142
2014-08-25,1.3206,103.96,1.6585,1.098,0.9144
2014-08-26,1.3189,104.12,1.657,1.095,0.9167
2014-08-27,1.3192,103.98,1.6573,1.089,0.9148
2014-08-28,1.3178,103.78,1.6579,1.0857,0.915
2014-08-29,1.315,104.0,1.6585,1.0858,0.9174
2014-09-02,1.3124,105.1,1.6502,1.0923,0.9196
2014-09-03,1.3136,104.88,1.6451,1.0872,0.9186
2014-09-04,1.2926,105.22,1.6349,1.0862,0.9327
2014-09-05,1.2956,104.94,1.6312,1.089,0.9306
2014-09-08,1.2948,105.65,1.6141,1.0933,0.9317
2014-09-09,1.2909,106.32,1.6088,1.101,0.9348
2014-09-10,1.2908,106.76,1.6134,1.0954,0.9382
2014-09-11,1.2936,106.87,1.6225,1.1032,0.9349
2014-09-12,1.2955,107.24,1.6243,1.1075,0.9337
2014-09-15,1.2951,107.18,1.6243,1.105,0.9344
2014-09-16,1.2976,106.91,1.629,1.0985,0.9314
2014-09-17,1.2958,107.58,1.6329,1.0951,0.9346
2014-09-18,1.2913,108.69,1.6372,1.0946,0.9344
2014-09-19,1.2835,108.96,1.6314,1.0968,0.9404
2014-09-22,1.2829,108.88,1.634,1.1007,0.941
2014-09-23,1.2858,108.82,1.637,1.1059,0.9386
2014-09-24,1.2788,108.92,1.6344,1.1088,0.9446
2014-09-25,1.2748,108.7,1.6313,1.1105,0.9467
2014-09-26,1.2686,109.32,1.6254,1.1162,0.9513
2014-09-29,1.2703,109.34,1.6262,1.1142,0.9498
2014-09-30,1.2628,109.66,1.622,1.1207,0.9554
2014-10-01,1.2618,109.3,1.6216,1.1171,0.9566
2014-10-02,1.267,108.1,1.614,1.115,0.9532
2014-10-03,1.2517,109.7,1.5962,1.1254,0.967
2014-10-06,1.2592,109.08,1.6029,1.1174,0.9626
2014-10-07,1.2626,108.3,1.6072,1.1182,0.9606
2014-10-08,1.2683,108.41,1.6068,1.1181,0.9564
2014-10-09,1.2683,108.0,1.6123,1.115,0.9545
2014-10-10,1.2636,107.83,1.6049,1.1173,0.9568
2014-10-14,1.266,107.15,1.593,1.1235,0.9536
2014-10-15,1.2778,106.06,1.5959,1.1291,0.9444
2014-10-16,1.2812,105.98,1.6065,1.1265,0.9425
2014-10-17,1.2755,106.72,1.6086,1.1247,0.9468
2014-10-20,1.2783,106.87,1.6137,1.1276,0.9438
2014-10-21,1.2724,106.7,1.6134,1.1219,0.9482
2014-10-22,1.2658,107.32,1.607,1.1218,0.953
2014-10-23,1.2658,108.16,1.6037,1.1236,0.9535
2014-10-24,1.2675,108.06,1.6098,1.1211,0.9514
2014-10-27,1.2712,107.71,1.6133,1.1247,0.9484
2014-10-28,1.2747,108.0,1.6157,1.1176,0.9463
2014-10-29,1.2762,108.1,1.6149,1.1135,0.9452
2014-10-30,1.2622,108.94,1.6023,1.1191,0.9552
2014-10-31,1.253,112.09,1.5999,1.1272,0.9623
2014-11-03,1.2487,113.92,1.5986,1.1319,0.9655
2014-11-04,1.2554,113.44,1.5991,1.1396,0.9596
2014-11-05,1.2488,114.62,1.5984,1.1377,0.964
2014-11-06,1.2414,114.87,1.5862,1.1423,0.9702
2014-11-07,1.2422,114.73,1.5844,1.136,0.9684
2014-11-10,1.2425,114.78,1.5857,1.1344,0.9678
2014-11-12,1.2456,115.42,1.5815,1.1284,0.965
2014-11-13,1.2476,115.63,1.5717,1.1349,0.9634
2014-11-14,1.2494,116.52,1.5657,1.1294,0.9616
2014-11-17,1.2447,116.44,1.5645,1.1308,0.9653
2014-11-18,1.2534,116.76,1.5648,1.1305,0.9583
2014-11-19,1.2548,117.7,1.567,1.1349,0.9572
2014-11-20,1.2526,118.14,1.5683,1.1311,0.9596
2014-11-21,1.2394,117.74,1.5672,1.1237,0.9696
2014-11-24,1.2427,118.39,1.5701,1.1279,0.9676
2014-11-25,1.2472,117.99,1.5714,1.126,0.9645
2014-11-26,1.2503,117.6,1.5787,1.1236,0.9614
2014-11-28,1.2438,118.7,1.5638,1.1426,0.9658
2014-12-01,1.249,118.14,1.5743,1.1343,0.9631
2014-12-02,1.239,119.1,1.5651,1.1397,0.972
2014-12-03,1.2304,119.82,1.57,1.1359,0.9779
2014-12-04,1.2432,119.67,1.5707,1.1374,0.9674
2014-12-05,1.2304,121.38,1.56,1.1423,0.9772
2014-12-08,1.2292,120.89,1.5625,1.1473,0.9778
2014-12-09,1.2415,118.87,1.5694,1.1422,0.968
2014-12-10,1.2425,118.5,1.5689,1.1479,0.968
2014-12-11,1.2397,119.4,1.5712,1.1534,0.9688
2014-12-12,1.2484,118.22,1.5728,1.1538,0.962
2014-12-15,1.247,117.75,1.5663,1.1629,0.9632
2014-12-16,1.2504,117.28,1.5736,1.1624,0.9604
2014-12-17,1.2406,117.64,1.5652,1.1629,0.9679
2014-12-18,1.2291,118.84,1.5662,1.1594,0.9794
2014-12-19,1.2235,119.56,1.5609,1.1626,0.9832
2014-12-22,1.2252,119.84,1.5618,1.1644,0.982
2014-12-23,1.218,120.68,1.5517,1.1626,0.9872
2014-12-24,1.2188,120.45,1.5549,1.1621,0.9865
2014-12-29,1.2179,120.57,1.5524,1.1631,0.9878
2014-12-30,1.2174,119.34,1.5573,1.1597,0.988
2014-12-31,1.2101,119.85,1.5578,1.1601,0.9934
2015-01-02,1.2015,120.2,1.5361,1.1725,1.0004
2015-01-05,1.1918,119.64,1.5234,1.1785,1.0079
2015-01-06,1.1936,118.26,1.5174,1.1802,1.0062
2015-01-07,1.182,119.52,1.5073,1.1851,1.016
2015-01-08,1.1811,119.51,1.5118,1.1812,1.0169
2015-01-09,1.183,118.66,1.5151,1.1857,1.0151
2015-01-12,1.1832,118.32,1.5168,1.1929,1.015
2015-01-13,1.1779,118.16,1.5166,1.1947,1.0195
2015-01-14,1.1806,116.78,1.5234,1.1957,1.0172
2015-01-15,1.1598,116.95,1.5161,1.1932,0.893
2015-01-16,1.1517,117.45,1.5132,1.1986,0.8488
2015-01-20,1.1559,118.48,1.5162,1.2085,0.8751
2015-01-21,1.1584,117.86,1.5118,1.2377,0.8596
2015-01-22,1.1414,117.92,1.5052,1.237,0.8678
2015-01-23,1.1279,117.8,1.5022,1.24,0.876
2015-01-26,1.129,118.38,1.5088,1.2409,0.8988
2015-01-27,1.137,117.62,1.5196,1.2402,0.9042
2015-01-28,1.1342,117.74,1.5165,1.2452,0.9055
2015-01-29,1.1308,118.31,1.5043,1.2644,0.9226
2015-01-30,1.129,117.44,1.5026,1.2716,0.921
2015-02-02,1.1337,117.33,1.5027,1.2577,0.9262
2015-02-03,1.1462,117.48,1.5129,1.2452,0.9234
2015-02-04,1.1418,117.58,1.5209,1.255,0.9238
2015-02-05,1.1432,117.4,1.5293,1.2419,0.9248
2015-02-06,1.133,119.16,1.5247,1.2524,0.9228
2015-02-09,1.1316,118.7,1.5217,1.2448,0.9258
2015-02-10,1.1316,119.32,1.5252,1.2528,0.9263
2015-02-11,1.13,120.38,1.5232,1.2635,0.9288
2015-02-12,1.141,118.72,1.538,1.2464,0.9283
2015-02-13,1.1408,118.7,1.5394,1.2449,0.9308
2015-02-17,1.1395,118.99,1.5349,1.2401,0.9346
2015-02-18,1.1342,119.19,1.543,1.2456,0.9446
2015-02-19,1.1392,118.84,1.5451,1.2484,0.9472
2015-02-20,1.1372,118.68,1.5385,1.2503,0.9419
2015-02-23,1.1346,118.88,1.5465,1.2577,0.9494
2015-02-24,1.1307,119.13,1.5434,1.2601,0.9516
2015-02-25,1.1363,118.88,1.5499,1.2418,0.9496
2015-02-26,1.1212,119.36,1.5424,1.249,0.954
2015-02-27,1.1197,119.72,1.5439,1.2506,0.9513
2015-03-02,1.119,120.06,1.5371,1.2535,0.9553
2015-03-03,1.1212,119.47,1.5391,1.245,0.959
2015-03-04,1.107,119.76,1.5266,1.2439,0.964
2015-03-05,1.1006,120.22,1.5229,1.2482,0.9736
2015-03-06,1.0855,120.93,1.5063,1.2615,0.9846
2015-03-09,1.0846,121.17,1.5097,1.2598,0.9873
2015-03-10,1.0707,121.2,1.5086,1.2633,0.9996
2015-03-11,1.0576,121.5,1.4945,1.2763,1.0074
2015-03-12,1.0615,121.28,1.4907,1.2692,1.0034
2015-03-13,1.0524,121.17,1.4755,1.2803,1.0047
2015-03-16,1.0575,121.3,1.48,1.2763,1.0074
2015-03-17,1.0605,121.28,1.4744,1.2769,1.004
2015-03-18,1.0643,120.92,1.4686,1.2771,0.9952
2015-03-19,1.0621,120.9,1.4729,1.2743,0.9921
2015-03-20,1.0792,120.28,1.4923,1.2593,0.9766
2015-03-23,1.0928,119.74,1.4936,1.2515,0.9668
2015-03-24,1.0908,119.9,1.487,1.251,0.9586
2015-03-25,1.0986,119.37,1.4915,1.2513,0.9574
2015-03-26,1.0919,119.01,1.4844,1.2469,0.9614
2015-03-27,1.0891,119.15,1.4878,1.2579,0.9586
2015-03-30,1.0818,120.11,1.4792,1.2687,0.9678
2015-03-31,1.0741,119.96,1.485,1.2681,0.9712
2015-04-01,1.0768,119.62,1.4823,1.261,0.9671
2015-04-02,1.0874,119.74,1.4842,1.2584,0.9578
2015-04-03,1.099,118.96,1.4916,1.2465,0.9504
2015-04-06,1.1008,119.05,1.4959,1.245,0.9524
2015-04-07,1.085,120.36,1.4857,1.2488,0.964
2015-04-08,1.0818,119.96,1.4924,1.2508,0.9634
2015-04-09,1.0671,120.32,1.4739,1.258,0.9754
2015-04-10,1.0598,120.29,1.4648,1.2596,0.9807
2015-04-13,1.0582,120.32,1.4658,1.2603,0.978
2015-04-14,1.0672,119.26,1.479,1.2476,0.9712
2015-04-15,1.0596,119.23,1.4782,1.2378,0.9721
2015-04-16,1.0742,119.18,1.4923,1.2206,0.9584
2015-04-17,1.078,119.02,1.4942,1.2225,0.9528
2015-04-20,1.0763,119.27,1.4913,1.2203,0.9543
2015-04-21,1.0758,119.45,1.4944,1.2274,0.9528
2015-04-22,1.0729,119.9,1.5027,1.225,0.9662
2015-04-23,1.0803,119.69,1.5047,1.2148,0.955
2015-04-24,1.0876,118.98,1.5176,1.2168,0.9533
2015-04-27,1.0892,119.12,1.5235,1.2106,0.9534
2015-04-28,1.0979,118.8,1.5328,1.2021,0.9538
2015-04-29,1.1174,118.83,1.5485,1.1955,0.9358
2015-04-30,1.1162,119.86,1.5328,1.2116,0.941
2015-05-01,1.1194,120.21,1.5137,1.2191,0.934
2015-05-04,1.1145,120.25,1.5118,1.2108,0.9357
2015-05-05,1.1174,119.87,1.5178,1.2038,0.9262
2015-05-06,1.1345,119.42,1.5244,1.2007,0.915
2015-05-07,1.1283,119.74,1.5223,1.2139,0.9196
2015-05-08,1.1241,119.78,1.5455,1.2086,0.9274
2015-05-11,1.1142,120.05,1.5593,1.2107,0.9344
2015-05-12,1.124,119.8,1.5685,1.1987,0.9266
2015-05-13,1.1372,119.09,1.5748,1.195,0.9162
2015-05-14,1.1368,119.2,1.5766,1.1991,0.9146
2015-05-15,1.1428,119.36,1.5772,1.2009,0.9174
2015-05-18,1.1354,119.82,1.5679,1.215,0.923
2015-05-19,1.1151,120.58,1.5523,1.2213,0.9367
2015-05-20,1.1079,121.28,1.5544,1.2212,0.9395
2015-05-21,1.1126,121.06,1.5672,1.2201,0.9346
2015-05-22,1.1033,121.45,1.5484,1.2288,0.9428
2015-05-26,1.0876,123.08,1.5398,1.2428,0.9503
2015-05-27,1.0888,123.76,1.5324,1.2483,0.9508
2015-05-28,1.0914,124.18,1.5291,1.2474,0.9458
2015-05-29,1.0994,123.98,1.5286,1.2466,0.9404
2015-06-01,1.0913,124.64,1.5187,1.2547,0.9467
2015-06-02,1.113,124.19,1.5331,1.2425,0.9343
2015-06-03,1.1285,124.06,1.5351,1.2437,0.9336
2015-06-04,1.1271,124.56,1.5367,1.2477,0.9342
2015-06-05,1.1108,125.58,1.5267,1.2488,0.9436
2015-06-08,1.1232,125.08,1.528,1.2435,0.9332
2015-06-09,1.1284,124.16,1.5383,1.2316,0.9295
2015-06-10,1.1307,122.72,1.553,1.2267,0.9292
2015-06-11,1.1236,123.62,1.5493,1.2314,0.9364
2015-06-12,1.1278,123.23,1.5587,1.2306,0.926
2015-06-15,1.1266,123.38,1.5572,1.2321,0.9351
2015-06-16,1.1238,123.39,1.5637,1.2328,0.9325
2015-06-17,1.1244,124.25,1.5708,1.2307,0.9272
2015-06-18,1.1404,122.87,1.5882,1.2206,0.9196
2015-06-19,1.1335,122.7,1.5881,1.2273,0.9206
2015-06-22,1.1378,123.28,1.5823,1.2286,0.9188
2015-06-23,1.119,123.71,1.5751,1.2326,0.9336
2015-06-24,1.1178,124.24,1.5681,1.2413,0.936
2015-06-25,1.1196,123.63,1.5728,1.2346,0.9375
2015-06-26,1.1156,123.92,1.5739,1.2358,0.9351
2015-06-29,1.118,122.5,1.5764,1.238,0.928
2015-06-30,1.1154,122.1,1.5727,1.2473,0.9346
2015-07-01,1.1084,123.02,1.5617,1.2559,0.9456
2015-07-02,1.109,123.14,1.5614,1.2566,0.9436
2015-07-06,1.1076,122.53,1.5619,1.2623,0.9432
2015-07-07,1.0952,122.16,1.5443,1.2742,0.9482
2015-07-08,1.1072,120.54,1.5353,1.2724,0.9458
2015-07-09,1.1025,121.22,1.5375,1.2727,0.9495
2015-07-10,1.115,122.75,1.5503,1.2713,0.9411
2015-07-13,1.102,123.35,1.5518,1.2762,0.9492
2015-07-14,1.1015,123.39,1.5584,1.2746,0.9459
2015-07-15,1.0965,123.89,1.5621,1.2935,0.9521
2015-07-16,1.0898,124.04,1.5601,1.2938,0.9562
2015-07-17,1.0848,124.0,1.5624,1.2997,0.9608
2015-07-20,1.085,124.24,1.5587,1.2982,0.963
2015-07-21,1.0927,123.93,1.555,1.2958,0.959
2015-07-22,1.0884,124.08,1.5617,1.3023,0.9613
2015-07-23,1.0976,123.88,1.5533,1.303,0.9581
2015-07-24,1.0976,123.74,1.5514,1.3059,0.962
2015-07-27,1.1112,123.24,1.5595,1.3008,0.9597
2015-07-28,1.1055,123.52,1.5617,1.2933,0.9638
2015-07-29,1.1026,123.86,1.5624,1.2893,0.963
2015-07-30,1.0914,124.38,1.5581,1.3024,0.9696
2015-07-31,1.1028,123.94,1.5634,1.3047,0.9636
2015-08-03,1.0962,123.98,1.5603,1.3141,0.9682
2015-08-04,1.0953,124.0,1.5612,1.3124,0.9732
2015-08-05,1.0868,124.84,1.5604,1.3181,0.981
2015-08-06,1.0922,124.6,1.5521,1.3152,0.9808
2015-08-07,1.0958,124.27,1.5467,1.3122,0.9824
2015-08-10,1.0994,124.55,1.5546,1.3056,0.9848
2015-08-11,1.1042,124.9,1.5572,1.3149,0.9869
2015-08-12,1.1198,123.87,1.5639,1.2973,0.9691
2015-08-13,1.1144,124.32,1.5595,1.3078,0.976
2015-08-14,1.111,124.27,1.5625,1.3075,0.978
2015-08-17,1.1078,124.33,1.5598,1.309,0.977
2015-08-18,1.1028,124.39,1.5658,1.3075,0.9764
2015-08-19,1.1061,124.1,1.5645,1.3165,0.9702
2015-08-20,1.12,123.54,1.5688,1.3075,0.9621
2015-08-21,1.1356,122.11,1.5698,1.3146,0.9488
2015-08-24,1.158,118.56,1.5731,1.321,0.9347
2015-08-25,1.141,119.91,1.5698,1.3295,0.9488
2015-08-26,1.139,119.07,1.5493,1.3301,0.9472
2015-08-27,1.1239,120.89,1.5411,1.3193,0.9631
2015-08-28,1.1172,121.32,1.5362,1.3268,0.9622
2015-08-31,1.1194,121.26,1.5363,1.3223,0.9681
2015-09-01,1.1263,119.94,1.5341,1.318,0.9622
