Date,USDEUR,JPYUSD,USDGBP,CADUSD,CHFUSD
1999-01-04,1.1812,112.15,1.6581,1.5268,1.3666
1999-01-05,1.176,111.15,1.6566,1.5213,1.3694
1999-01-06,1.1636,112.78,1.6547,1.511,1.3852
1999-01-07,1.1672,111.69,1.6495,1.5117,1.3863
1999-01-08,1.1554,111.52,1.6405,1.5145,1.397
1999-01-11,1.1534,108.83,1.6375,1.5072,1.3963
1999-01-12,1.1548,112.07,1.6308,1.5095,1.389
1999-01-13,1.1698,113.46,1.6493,1.53,1.3585
1999-01-14,1.1689,113.25,1.653,1.5285,1.3618
1999-01-15,1.1591,114.19,1.65,1.529,1.3785
1999-01-19,1.161,113.76,1.655,1.5302,1.3752
1999-01-20,1.1575,113.45,1.6467,1.5226,1.3902
1999-01-21,1.1577,113.75,1.6516,1.5155,1.3855
1999-01-22,1.1582,114.65,1.656,1.519,1.3829
1999-01-25,1.1566,113.8,1.6563,1.5153,1.3823
1999-01-26,1.1577,114.03,1.6585,1.52,1.387
1999-01-27,1.1481,115.62,1.6485,1.5215,1.4012
1999-01-28,1.1395,116.36,1.647,1.5263,1.4165
1999-01-29,1.1371,116.0,1.6457,1.5095,1.4168
1999-02-01,1.1303,115.09,1.641,1.5085,1.4232
1999-02-02,1.1328,112.12,1.643,1.5124,1.4111
1999-02-03,1.1339,112.46,1.6375,1.5135,1.4135
1999-02-04,1.1306,112.03,1.6395,1.493,1.417
1999-02-05,1.1283,113.14,1.637,1.488,1.4173
1999-02-08,1.1296,114.38,1.638,1.4875,1.4175
1999-02-09,1.13,114.42,1.6355,1.4935,1.4183
1999-02-10,1.1331,114.45,1.629,1.4943,1.4083
1999-02-11,1.1303,114.7,1.6244,1.4889,1.4154
1999-02-12,1.1282,114.32,1.6311,1.4925,1.4157
1999-02-16,1.1189,118.08,1.6317,1.5,1.429
1999-02-17,1.123,119.03,1.6338,1.4995,1.4247
1999-02-18,1.1223,119.82,1.6338,1.4873,1.425
1999-02-19,1.1075,121.0,1.6255,1.4905,1.4462
1999-02-22,1.1037,120.35,1.6238,1.4972,1.4483
1999-02-23,1.0993,121.45,1.6138,1.4975,1.4495
1999-02-24,1.0972,121.9,1.598,1.499,1.452
1999-02-25,1.1068,119.26,1.606,1.505,1.4345
1999-02-26,1.0995,118.7,1.6027,1.509,1.4495
1999-03-01,1.0891,119.79,1.6058,1.524,1.462
1999-03-02,1.0931,120.47,1.6135,1.52,1.4582
1999-03-03,1.0888,121.68,1.6134,1.5268,1.461
1999-03-04,1.0824,123.5,1.6065,1.5255,1.47
1999-03-05,1.0843,122.57,1.6073,1.5167,1.4686
1999-03-08,1.0899,121.73,1.6085,1.5145,1.4612
1999-03-09,1.0873,121.4,1.6148,1.5169,1.4675
1999-03-10,1.0961,119.84,1.6267,1.524,1.4566
1999-03-11,1.0932,119.57,1.627,1.522,1.4685
1999-03-12,1.0936,118.99,1.6335,1.5235,1.4608
1999-03-15,1.093,117.7,1.6223,1.5286,1.466
1999-03-16,1.0915,117.74,1.624,1.5285,1.4665
1999-03-17,1.1015,118.15,1.6302,1.5222,1.4483
1999-03-18,1.099,117.53,1.629,1.5186,1.4534
1999-03-19,1.0923,117.05,1.6303,1.5158,1.462
1999-03-22,1.0915,118.14,1.628,1.5078,1.464
1999-03-23,1.0918,118.02,1.6372,1.5065,1.4586
1999-03-24,1.0921,117.35,1.641,1.504,1.4575
1999-03-25,1.0871,118.05,1.6314,1.5105,1.4681
1999-03-26,1.0743,120.3,1.6205,1.5135,1.4845
1999-03-29,1.0716,119.78,1.614,1.5125,1.4877
1999-03-30,1.0732,120.1,1.6115,1.5125,1.489
1999-03-31,1.0808,118.43,1.614,1.5092,1.4775
1999-04-01,1.0782,120.19,1.6063,1.5023,1.481
1999-04-02,1.0782,120.6,1.6023,1.4968,1.481
1999-04-05,1.0706,122.0,1.6015,1.4972,1.4912
1999-04-06,1.0838,120.74,1.592,1.5035,1.4725
1999-04-07,1.0784,121.34,1.5975,1.5005,1.4807
1999-04-08,1.0835,120.85,1.6083,1.4985,1.4724
1999-04-09,1.0786,121.09,1.6068,1.5023,1.4832
1999-04-12,1.0842,120.14,1.6127,1.4945,1.4795
1999-04-13,1.078,120.04,1.6135,1.4898,1.49
1999-04-14,1.0779,118.89,1.6124,1.4929,1.4879
1999-04-15,1.0717,119.04,1.6103,1.4908,1.4973
1999-04-16,1.0688,117.86,1.6112,1.4865,1.4993
1999-04-19,1.0608,117.99,1.6075,1.4833,1.5097
1999-04-20,1.063,118.18,1.6135,1.492,1.5065
1999-04-21,1.0612,119.76,1.6074,1.4895,1.508
1999-04-22,1.0598,119.84,1.6117,1.481,1.5095
1999-04-23,1.0634,119.26,1.617,1.477,1.5071
1999-04-26,1.059,119.13,1.6113,1.4792,1.5132
1999-04-27,1.0649,120.23,1.6177,1.4788,1.5085
1999-04-28,1.0616,119.13,1.6148,1.477,1.5137
1999-04-29,1.0591,119.26,1.6105,1.467,1.519
1999-04-30,1.0564,119.43,1.6085,1.4578,1.5257
1999-05-03,1.0571,120.14,1.6083,1.4512,1.5252
1999-05-04,1.0593,120.94,1.621,1.454,1.517
1999-05-05,1.0724,120.91,1.6337,1.4558,1.4975
1999-05-06,1.0779,120.77,1.6377,1.4555,1.492
1999-05-07,1.0781,120.78,1.635,1.4585,1.491
1999-05-10,1.0787,120.68,1.63,1.4605,1.4895
1999-05-11,1.072,120.96,1.6215,1.4538,1.4998
1999-05-12,1.0666,120.86,1.6193,1.4608,1.5025
1999-05-13,1.0626,121.67,1.619,1.4598,1.508
1999-05-14,1.065,122.64,1.6175,1.4635,1.5058
1999-05-17,1.0672,123.27,1.6193,1.4605,1.5013
1999-05-18,1.0672,123.24,1.6203,1.4607,1.503
1999-05-19,1.0641,124.45,1.6175,1.4661,1.505
1999-05-20,1.063,124.15,1.6122,1.4658,1.5083
1999-05-21,1.0577,123.9,1.602,1.4595,1.5175
1999-05-24,1.0593,123.57,1.5978,1.4559,1.5115
1999-05-25,1.0587,122.88,1.6021,1.4603,1.505
1999-05-26,1.0471,122.03,1.5963,1.472,1.522
1999-05-27,1.0439,121.27,1.5957,1.4755,1.5265
1999-05-28,1.0422,120.88,1.602,1.4725,1.528
1999-06-01,1.0449,120.75,1.615,1.483,1.523
1999-06-02,1.0357,121.14,1.6075,1.4805,1.5365
1999-06-03,1.0355,121.5,1.6055,1.4768,1.5375
1999-06-04,1.0327,121.99,1.6074,1.4696,1.5385
1999-06-07,1.0296,121.31,1.601,1.4735,1.5425
1999-06-08,1.0438,119.88,1.605,1.47,1.525
1999-06-09,1.045,119.2,1.6001,1.4723,1.525
1999-06-10,1.0477,118.85,1.6002,1.462,1.524
1999-06-11,1.0516,118.14,1.6085,1.46,1.5195
1999-06-14,1.0416,120.4,1.6075,1.4608,1.53
1999-06-15,1.042,120.63,1.595,1.4653,1.5315
1999-06-16,1.0298,120.03,1.5862,1.4585,1.5492
1999-06-17,1.0329,119.47,1.5925,1.461,1.5455
1999-06-18,1.0368,120.48,1.5924,1.4645,1.5412
1999-06-21,1.0323,122.28,1.589,1.4727,1.5458
1999-06-22,1.0323,121.68,1.5895,1.4705,1.5455
1999-06-23,1.0316,122.05,1.5787,1.4735,1.5478
1999-06-24,1.0372,121.83,1.5833,1.471,1.5395
1999-06-25,1.0448,121.28,1.5893,1.4642,1.529
1999-06-28,1.0373,121.3,1.5822,1.4695,1.5416
1999-06-29,1.0337,120.81,1.5781,1.476,1.5495
1999-06-30,1.031,120.94,1.5765,1.4735,1.5555
1999-07-01,1.0236,120.99,1.5765,1.4693,1.569
1999-07-02,1.0244,121.13,1.5792,1.4645,1.5678
1999-07-06,1.0249,121.94,1.5688,1.4685,1.565
1999-07-07,1.0224,122.19,1.5602,1.47,1.569
1999-07-08,1.0198,122.57,1.5577,1.4698,1.5731
1999-07-09,1.0186,122.37,1.5515,1.4735,1.5775
1999-07-12,1.0139,122.22,1.5558,1.4812,1.5828
1999-07-13,1.0176,121.38,1.5566,1.4828,1.5777
1999-07-14,1.0215,120.58,1.5635,1.4811,1.5717
1999-07-15,1.022,120.49,1.5665,1.4826,1.571
1999-07-16,1.0203,120.98,1.5622,1.482,1.5745
1999-07-19,1.0203,119.18,1.563,1.4918,1.5738
1999-07-20,1.042,118.94,1.57,1.4915,1.5405
1999-07-21,1.0526,118.25,1.5766,1.5011,1.5267
1999-07-22,1.0509,117.27,1.5835,1.5025,1.5285
1999-07-23,1.0497,116.51,1.578,1.5076,1.5294
1999-07-26,1.0651,116.66,1.5905,1.5102,1.5069
1999-07-27,1.0627,116.23,1.5895,1.5135,1.5065
1999-07-28,1.0644,116.17,1.5935,1.511,1.502
1999-07-29,1.0719,115.19,1.613,1.5085,1.49
1999-07-30,1.0694,114.7,1.6207,1.507,1.4925
1999-08-02,1.0661,114.51,1.6145,1.5079,1.4995
1999-08-03,1.068,115.1,1.6185,1.4948,1.4975
1999-08-04,1.0766,114.2,1.62,1.4898,1.4862
1999-08-05,1.0793,113.98,1.6198,1.4947,1.4805
1999-08-06,1.077,114.6,1.6147,1.5035,1.4863
1999-08-09,1.0694,115.37,1.6,1.5026,1.4972
1999-08-10,1.0752,114.44,1.618,1.5,1.4895
1999-08-11,1.066,115.1,1.6107,1.4908,1.5024
1999-08-12,1.0636,115.76,1.609,1.4853,1.506
1999-08-13,1.0568,115.66,1.6057,1.478,1.5157
1999-08-16,1.0557,114.83,1.6011,1.4815,1.5173
1999-08-17,1.0525,114.18,1.6036,1.4794,1.5215
1999-08-18,1.0505,112.3,1.6004,1.4832,1.523
1999-08-19,1.0643,111.14,1.618,1.494,1.5025
1999-08-20,1.0654,111.44,1.6133,1.4942,1.4988
1999-08-23,1.0553,111.73,1.6076,1.4955,1.5145
1999-08-24,1.0506,111.53,1.5946,1.4955,1.5242
1999-08-25,1.0461,111.18,1.5865,1.496,1.5315
1999-08-26,1.0441,111.83,1.5876,1.5026,1.5339
1999-08-27,1.046,111.68,1.5885,1.492,1.5303
1999-08-30,1.0445,111.13,1.5875,1.4925,1.5332
1999-08-31,1.0581,109.3,1.6086,1.4965,1.513
1999-09-01,1.0582,109.35,1.6023,1.4858,1.5135
1999-09-02,1.0689,109.24,1.6091,1.495,1.4938
1999-09-03,1.0605,110.09,1.6028,1.4909,1.5073
1999-09-07,1.0581,110.92,1.6057,1.4937,1.5108
1999-09-08,1.059,110.99,1.6185,1.487,1.5103
1999-09-09,1.0543,108.0,1.6332,1.48,1.5172
1999-09-10,1.0402,109.0,1.6183,1.4747,1.544
1999-09-13,1.04,106.19,1.609,1.4703,1.5425
1999-09-14,1.0408,105.33,1.6085,1.4745,1.5408
1999-09-15,1.0385,103.78,1.611,1.4754,1.5455
1999-09-16,1.0418,105.1,1.625,1.478,1.5384
1999-09-17,1.0399,106.94,1.6222,1.4742,1.5441
1999-09-20,1.0408,106.42,1.623,1.4785,1.5435
1999-09-21,1.046,104.85,1.631,1.4725,1.5328
1999-09-22,1.05,104.03,1.6363,1.4685,1.5267
1999-09-23,1.0415,104.18,1.6375,1.4754,1.5393
1999-09-24,1.0466,104.14,1.6428,1.4739,1.53
1999-09-27,1.0431,106.07,1.6455,1.4713,1.5361
1999-09-28,1.0509,106.14,1.6485,1.4645,1.524
1999-09-29,1.0613,106.8,1.6425,1.4645,1.5075
1999-09-30,1.0643,106.82,1.6457,1.4695,1.5022
1999-10-01,1.0718,105.08,1.655,1.4725,1.4867
1999-10-04,1.0703,106.35,1.6555,1.4705,1.4878
1999-10-05,1.0693,106.96,1.6525,1.4695,1.4894
1999-10-06,1.0704,107.54,1.656,1.4695,1.4875
1999-10-07,1.0721,107.67,1.652,1.4725,1.486
1999-10-08,1.063,107.38,1.652,1.4739,1.5
1999-10-12,1.0737,106.28,1.6535,1.4748,1.4832
1999-10-13,1.0758,107.45,1.6532,1.4815,1.479
1999-10-14,1.0799,106.96,1.6575,1.4822,1.4735
1999-10-15,1.0887,105.43,1.6684,1.4853,1.4592
1999-10-18,1.0863,104.93,1.672,1.4952,1.462
1999-10-19,1.0833,105.5,1.6708,1.491,1.4681
1999-10-20,1.0765,106.16,1.6643,1.4905,1.479
1999-10-21,1.0808,105.96,1.6765,1.486,1.473
1999-10-22,1.0678,105.81,1.6584,1.4759,1.4975
1999-10-25,1.0666,105.35,1.6631,1.4748,1.4992
1999-10-26,1.0578,104.83,1.6525,1.4715,1.5135
1999-10-27,1.0532,104.24,1.6477,1.4709,1.52
1999-10-28,1.0519,105.13,1.64,1.4722,1.5238
1999-10-29,1.0518,104.29,1.6425,1.472,1.5243
1999-11-01,1.0494,104.19,1.6404,1.4684,1.5291
1999-11-02,1.0506,104.15,1.6445,1.469,1.5305
1999-11-03,1.0485,105.0,1.644,1.4688,1.5344
1999-11-04,1.044,104.48,1.6375,1.465,1.5436
1999-11-05,1.04,106.33,1.6205,1.463,1.5513
1999-11-08,1.0363,105.77,1.615,1.4683,1.5535
1999-11-09,1.0401,104.86,1.621,1.4735,1.5465
1999-11-10,1.0436,104.58,1.625,1.4708,1.5398
1999-11-12,1.0315,105.34,1.6131,1.462,1.5575
1999-11-15,1.0315,104.88,1.623,1.465,1.556
1999-11-16,1.0312,105.83,1.6164,1.4698,1.5542
1999-11-17,1.0403,105.47,1.6231,1.4675,1.5411
1999-11-18,1.0297,105.85,1.615,1.4635,1.5564
1999-11-19,1.0313,106.13,1.616,1.4628,1.5543
1999-11-22,1.0327,104.87,1.6205,1.462,1.551
1999-11-23,1.0261,104.2,1.6236,1.465,1.559
1999-11-24,1.0176,104.62,1.609,1.4685,1.5721
1999-11-26,1.0137,102.19,1.6062,1.4685,1.5795
1999-11-29,1.01,102.43,1.6024,1.4752,1.5878
1999-11-30,1.0077,101.8,1.5935,1.472,1.5893
1999-12-01,1.0059,102.37,1.596,1.475,1.592
1999-12-02,1.0023,102.69,1.5972,1.4795,1.595
1999-12-03,1.0016,102.55,1.6015,1.4793,1.5925
1999-12-06,1.0252,103.1,1.623,1.4742,1.5608
1999-12-07,1.0222,102.39,1.6233,1.475,1.5645
1999-12-08,1.0263,102.97,1.6255,1.4794,1.56
1999-12-09,1.0161,102.57,1.623,1.4745,1.5741
1999-12-10,1.0158,102.4,1.6225,1.4787,1.5745
1999-12-13,1.012,103.26,1.6232,1.4796,1.5834
1999-12-14,1.0067,103.47,1.611,1.4823,1.5895
1999-12-15,1.0066,103.54,1.6085,1.4837,1.5903
1999-12-16,1.0169,103.04,1.6123,1.4785,1.5758
1999-12-17,1.0088,103.27,1.607,1.4778,1.5888
1999-12-20,1.0066,102.72,1.6035,1.48,1.59
1999-12-21,1.0093,102.06,1.6103,1.4796,1.5847
1999-12-22,1.008,101.53,1.606,1.4769,1.5863
1999-12-23,1.0162,101.73,1.6161,1.4735,1.577
1999-12-24,1.0128,102.95,1.6154,1.4685,1.5855
1999-12-27,1.0136,102.1,1.6173,1.4623,1.5835
1999-12-28,1.0068,102.19,1.6165,1.4545,1.594
1999-12-29,1.0045,102.05,1.6168,1.4507,1.5977
1999-12-30,1.0024,102.33,1.613,1.4533,1.6015
1999-12-31,1.007,102.16,1.615,1.444,1.593
2000-01-03,1.0155,101.7,1.627,1.4465,1.5808
2000-01-04,1.0309,103.09,1.637,1.4518,1.5565
2000-01-05,1.0335,103.77,1.6415,1.4518,1.5526
2000-01-06,1.0324,105.19,1.6475,1.4571,1.554
2000-01-07,1.0294,105.17,1.6384,1.4505,1.5623
2000-01-10,1.0252,105.28,1.6374,1.4568,1.5704
2000-01-11,1.0322,106.09,1.648,1.457,1.5605
2000-01-12,1.0281,105.76,1.6465,1.455,1.566
2000-01-13,1.027,106.09,1.6482,1.4495,1.5707
2000-01-14,1.0128,105.86,1.6353,1.4497,1.5945
2000-01-18,1.0121,105.49,1.638,1.4502,1.5942
2000-01-19,1.0115,105.39,1.6438,1.4527,1.5965
2000-01-20,1.0133,105.45,1.6538,1.4484,1.5915
2000-01-21,1.01,104.96,1.6504,1.442,1.5973
2000-01-24,1.0019,105.52,1.652,1.44,1.609
2000-01-25,1.0041,105.87,1.6482,1.4389,1.6085
2000-01-26,1.0011,105.85,1.6395,1.4379,1.6102
2000-01-27,0.989,104.91,1.6363,1.435,1.6317
2000-01-28,0.9765,107.15,1.621,1.4495,1.6485
2000-01-31,0.9757,107.33,1.6182,1.4517,1.6495
2000-02-01,0.9731,107.67,1.615,1.4468,1.654
2000-02-02,0.9768,108.4,1.606,1.4435,1.6502
2000-02-03,0.9887,107.92,1.6025,1.4417,1.6255
2000-02-04,0.976,107.54,1.5915,1.4467,1.647
2000-02-07,0.9783,108.75,1.5917,1.4457,1.6426
2000-02-08,0.9862,109.59,1.6105,1.4473,1.6301
2000-02-09,0.9914,109.11,1.6115,1.4443,1.6232
2000-02-10,0.9865,108.74,1.6057,1.45,1.628
2000-02-11,0.9847,108.99,1.5923,1.4515,1.6305
2000-02-14,0.9783,108.65,1.589,1.4547,1.6435
2000-02-15,0.9834,108.75,1.595,1.4585,1.633
2000-02-16,0.9842,109.38,1.604,1.452,1.6302
2000-02-17,0.9863,110.27,1.605,1.4522,1.6274
2000-02-18,0.985,110.88,1.5984,1.4512,1.6282
2000-02-22,1.006,111.04,1.6165,1.4595,1.5983
2000-02-23,1.0017,111.11,1.6047,1.4651,1.6082
2000-02-24,0.9931,110.95,1.5981,1.4587,1.62
2000-02-25,0.9763,110.98,1.5908,1.4505,1.6475
2000-02-28,0.9669,109.17,1.5935,1.4538,1.6615
2000-02-29,0.9643,109.88,1.578,1.4505,1.6665
2000-03-01,0.97,107.1,1.5849,1.447,1.6568
2000-03-02,0.9619,107.37,1.5765,1.4543,1.6714
2000-03-03,0.9618,107.8,1.581,1.451,1.6712
2000-03-06,0.9603,107.74,1.5732,1.4555,1.675
2000-03-07,0.956,106.2,1.5772,1.4527,1.681
2000-03-08,0.9576,106.89,1.5855,1.4592,1.677
2000-03-09,0.9684,106.45,1.5815,1.457,1.6595
2000-03-10,0.9659,106.27,1.5793,1.4575,1.6661
2000-03-13,0.9648,105.32,1.5782,1.4614,1.6702
2000-03-14,0.9644,104.85,1.5725,1.4632,1.6715
2000-03-15,0.9696,105.58,1.573,1.468,1.6618
2000-03-16,0.971,105.63,1.5747,1.4724,1.6593
2000-03-17,0.9694,106.1,1.5705,1.4728,1.662
2000-03-20,0.971,106.5,1.5686,1.4703,1.6605
2000-03-21,0.9703,106.91,1.5725,1.4662,1.6615
2000-03-22,0.9608,106.77,1.5705,1.472,1.675
2000-03-23,0.9691,107.45,1.583,1.4727,1.6522
2000-03-24,0.9724,107.25,1.591,1.465,1.6333
2000-03-27,0.9645,107.13,1.5855,1.4605,1.6468
2000-03-28,0.9614,105.9,1.5872,1.4541,1.6551
2000-03-29,0.9524,105.6,1.587,1.4555,1.6725
2000-03-30,0.9594,105.53,1.5922,1.4557,1.6605
2000-03-31,0.9574,102.73,1.5922,1.4538,1.663
2000-04-03,0.956,104.82,1.598,1.4548,1.6587
2000-04-04,0.9588,105.33,1.5965,1.4531,1.65
2000-04-05,0.9647,105.0,1.59,1.4548,1.633
2000-04-06,0.958,104.78,1.58,1.4515,1.639
2000-04-07,0.959,105.33,1.583,1.4574,1.6383
2000-04-10,0.9588,106.37,1.5828,1.4615,1.6435
2000-04-11,0.9591,106.95,1.5873,1.4635,1.6415
2000-04-12,0.9551,105.86,1.5882,1.4623,1.649
2000-04-13,0.9524,105.76,1.5881,1.4661,1.652
2000-04-14,0.9564,105.12,1.586,1.4767,1.6408
2000-04-17,0.955,104.19,1.5853,1.4855,1.644
2000-04-18,0.9477,104.59,1.5764,1.4837,1.6603
2000-04-19,0.9369,104.94,1.5777,1.4761,1.6755
2000-04-20,0.9376,105.45,1.5801,1.4725,1.6772
2000-04-21,0.9379,105.88,1.5785,1.475,1.676
2000-04-24,0.9396,105.66,1.58,1.4763,1.6712
2000-04-25,0.9265,105.71,1.5787,1.4699,1.6985
2000-04-26,0.9217,106.46,1.5795,1.4758,1.7085
2000-04-27,0.9083,106.36,1.5748,1.4792,1.731
2000-04-28,0.9089,107.98,1.556,1.4818,1.725
2000-05-01,0.912,108.89,1.5558,1.4783,1.7135
2000-05-02,0.9068,108.63,1.559,1.4857,1.7185
2000-05-03,0.8891,109.14,1.5605,1.4923,1.7369
2000-05-04,0.8907,108.17,1.5435,1.498,1.7353
2000-05-05,0.8953,108.53,1.5288,1.498,1.7323
2000-05-08,0.895,109.03,1.531,1.4927,1.7305
2000-05-09,0.9023,109.61,1.5315,1.4945,1.7219
2000-05-10,0.9097,109.33,1.5153,1.4955,1.715
2000-05-11,0.9021,108.47,1.4997,1.49,1.7252
2000-05-12,0.908,108.74,1.5172,1.4872,1.709
2000-05-15,0.9138,109.48,1.5075,1.4897,1.7033
2000-05-16,0.9053,109.75,1.5008,1.4862,1.7152
2000-05-17,0.8921,109.53,1.4905,1.4992,1.7398
2000-05-18,0.8952,108.7,1.4818,1.5007,1.7377
2000-05-19,0.8946,106.89,1.4855,1.4963,1.7347
2000-05-22,0.9036,107.02,1.4907,1.4983,1.7185
2000-05-23,0.9032,106.72,1.4728,1.5036,1.7295
2000-05-24,0.9096,107.58,1.4755,1.5085,1.7208
2000-05-25,0.9072,107.48,1.4705,1.5057,1.721
2000-05-26,0.931,107.18,1.4875,1.5045,1.6828
2000-05-30,0.9314,106.44,1.495,1.5036,1.6885
2000-05-31,0.9328,107.74,1.4968,1.4977,1.6883
2000-06-01,0.9307,108.74,1.4915,1.491,1.6878
2000-06-02,0.9432,108.15,1.5079,1.4785,1.668
2000-06-05,0.9471,107.44,1.5135,1.4779,1.663
2000-06-06,0.957,105.64,1.5235,1.478,1.643
2000-06-07,0.96,105.5,1.5225,1.4785,1.6365
2000-06-08,0.9548,105.86,1.506,1.48,1.641
2000-06-09,0.9526,106.78,1.5079,1.4765,1.6443
2000-06-12,0.9544,106.65,1.512,1.4765,1.6356
2000-06-13,0.9619,106.79,1.513,1.4697,1.6255
2000-06-14,0.959,106.89,1.5023,1.4695,1.6318
2000-06-15,0.953,106.52,1.5103,1.4758,1.6386
2000-06-16,0.9648,106.22,1.5165,1.4708,1.6178
2000-06-19,0.9622,105.74,1.5154,1.4657,1.623
2000-06-20,0.9557,105.42,1.51,1.4708,1.628
2000-06-21,0.9455,105.5,1.497,1.4729,1.639
2000-06-22,0.9398,104.4,1.511,1.4725,1.6455
2000-06-23,0.9358,104.59,1.501,1.4793,1.6565
2000-06-26,0.9382,105.66,1.499,1.483,1.651
2000-06-27,0.9444,105.53,1.5,1.4825,1.6379
2000-06-28,0.9444,105.51,1.5107,1.4838,1.642
2000-06-29,0.9515,105.09,1.5194,1.482,1.6375
2000-06-30,0.9545,106.14,1.513,1.4798,1.6317
2000-07-03,0.9526,105.64,1.5135,1.4793,1.6323
2000-07-05,0.9548,106.91,1.512,1.4909,1.622
2000-07-06,0.9527,107.37,1.512,1.485,1.625
2000-07-07,0.9484,107.81,1.5143,1.481,1.6278
2000-07-10,0.9521,107.1,1.5137,1.4798,1.6275
2000-07-11,0.9497,106.93,1.514,1.4785,1.6335
2000-07-12,0.9401,108.36,1.5068,1.4815,1.651
2000-07-13,0.9339,108.27,1.499,1.4809,1.6608
2000-07-14,0.9374,107.88,1.499,1.4845,1.6532
2000-07-17,0.9351,108.53,1.492,1.4813,1.6575
2000-07-18,0.9322,108.3,1.4945,1.4783,1.6608
2000-07-19,0.9237,108.2,1.4942,1.4758,1.6781
2000-07-20,0.9292,107.89,1.5094,1.4748,1.668
2000-07-21,0.9343,109.08,1.5167,1.4715,1.6638
2000-07-24,0.9314,108.92,1.514,1.4639,1.67
2000-07-25,0.9391,109.3,1.519,1.4653,1.6528
2000-07-26,0.9413,109.28,1.5154,1.4665,1.6493
2000-07-27,0.9331,109.15,1.5116,1.4713,1.6605
2000-07-28,0.9246,109.63,1.5025,1.4776,1.6753
2000-07-31,0.9266,109.68,1.4983,1.488,1.6689
2000-08-01,0.9228,109.47,1.4992,1.4892,1.6758
2000-08-02,0.9137,108.77,1.4926,1.4813,1.6887
2000-08-03,0.9042,108.36,1.4947,1.4844,1.7087
2000-08-04,0.9075,108.54,1.5022,1.4889,1.7053
2000-08-07,0.9105,108.99,1.507,1.4875,1.7005
2000-08-08,0.9019,108.64,1.5022,1.4889,1.7147
2000-08-09,0.8991,107.99,1.4992,1.4848,1.7187
2000-08-10,0.9077,108.7,1.498,1.4826,1.7065
2000-08-11,0.9046,108.68,1.504,1.4839,1.7181
2000-08-14,0.9037,109.52,1.506,1.4847,1.7214
2000-08-15,0.9135,109.0,1.5056,1.487,1.7095
2000-08-16,0.9143,108.55,1.4988,1.4774,1.7093
2000-08-17,0.9152,108.48,1.4992,1.4759,1.7085
2000-08-18,0.9068,108.43,1.4895,1.4747,1.7235
2000-08-21,0.9027,108.53,1.49,1.4765,1.7275
2000-08-22,0.8965,108.34,1.4797,1.4756,1.7405
2000-08-23,0.8967,107.02,1.4813,1.4877,1.7282
2000-08-24,0.9028,106.89,1.4806,1.4871,1.7117
2000-08-25,0.9024,107.17,1.4745,1.4828,1.7095
2000-08-28,0.9002,106.45,1.4716,1.4845,1.713
2000-08-29,0.8966,106.2,1.4616,1.4868,1.7238
2000-08-30,0.8924,106.47,1.456,1.4805,1.736
2000-08-31,0.8878,106.66,1.4515,1.472,1.7425
2000-09-01,0.8993,105.78,1.4605,1.4742,1.723
2000-09-05,0.8876,105.88,1.4522,1.4752,1.7488
2000-09-06,0.8702,106.08,1.4455,1.4843,1.778
2000-09-07,0.874,105.1,1.438,1.4777,1.772
2000-09-08,0.8664,106.03,1.4196,1.4781,1.7869
2000-09-11,0.8624,105.97,1.4123,1.48,1.7715
2000-09-12,0.8596,106.93,1.402,1.4825,1.771
2000-09-13,0.864,107.11,1.4125,1.4838,1.7635
2000-09-14,0.8617,107.25,1.406,1.4869,1.7736
2000-09-15,0.8572,107.33,1.4005,1.4844,1.7805
2000-09-18,0.8523,106.87,1.4015,1.4905,1.787
2000-09-19,0.8514,107.02,1.408,1.488,1.7765
2000-09-20,0.8462,106.77,1.4107,1.4833,1.7845
2000-09-21,0.8558,106.5,1.428,1.4873,1.7715
2000-09-22,0.8793,107.94,1.4568,1.4892,1.7295
2000-09-25,0.8738,107.63,1.454,1.489,1.739
2000-09-26,0.8815,107.63,1.46,1.488,1.7279
2000-09-27,0.8805,107.44,1.4607,1.4962,1.7325
2000-09-28,0.8826,107.59,1.4635,1.503,1.7288
2000-09-29,0.8837,107.9,1.4787,1.507,1.7265
2000-10-02,0.8806,108.81,1.4675,1.5108,1.7322
2000-10-03,0.8741,108.66,1.4565,1.506,1.7365
2000-10-04,0.8726,109.29,1.4558,1.499,1.7395
2000-10-05,0.8685,109.3,1.4502,1.4954,1.7491
2000-10-06,0.868,108.81,1.4445,1.5013,1.7515
2000-10-10,0.8682,107.9,1.4484,1.5014,1.7515
2000-10-11,0.8715,107.63,1.462,1.5043,1.7328
2000-10-12,0.8644,107.58,1.4735,1.5085,1.7415
2000-10-13,0.8568,107.67,1.4597,1.5135,1.7595
2000-10-16,0.8489,108.3,1.4455,1.5195,1.779
2000-10-17,0.8507,108.15,1.4426,1.5184,1.7773
2000-10-18,0.8391,107.78,1.4464,1.52,1.7875
2000-10-19,0.8406,108.55,1.4422,1.5112,1.7875
2000-10-20,0.84,109.04,1.4448,1.5119,1.7885
2000-10-23,0.8364,108.45,1.455,1.508,1.7985
2000-10-24,0.8364,108.08,1.449,1.5118,1.8005
2000-10-25,0.827,108.05,1.4335,1.5164,1.8165
2000-10-26,0.8271,108.36,1.4313,1.5187,1.825
2000-10-27,0.8406,108.75,1.4517,1.5275,1.8065
2000-10-30,0.8432,108.99,1.453,1.5311,1.8068
2000-10-31,0.8486,109.15,1.4505,1.5273,1.7978
